listing_id,name,host_id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,listing_url,accommodates (groups)
432750,"Apartment with the great sunshine!",1725242,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",28,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/432750","2"
1188058,"Romantic place near Museum Quarter!",6496355,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",122,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/1188058","2"
2130337,"Nice two floor apartment",10868551,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/2130337","2"
4340160,"Spacious modern apartment 65m2",7372480,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",101,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/4340160","2"
5956911,"Chill Amsterdam Apartment!",4034155,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/5956911","2"
7297685,"Great appartment near the centre",38223839,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",82,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/7297685","2"
7299468,"Light and relaxing home in the Pijp",977201,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",70,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/7299468","2"
7486249,"Cosy clean flat close to the center",4418454,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/7486249","2"
7772045,"Spacious apt. on prime location",40882165,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/7772045","2"
7792521,"For couple, located near to city center.",38164584,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/7792521","2"
7840402,"Spacious (60m2) Apartment",41306623,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",69,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/7840402","2"
7990878,"Bright apartment Amsterdam West",715289,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/7990878","2"
8074637,"Cozy New Years Eve Apartment",7428336,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",249,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/8074637","2"
8381720,"Spacious design apt. with balcony",9558251,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/8381720","2"
8482209,"Authentic Amsterdam Zuid Appartment",44672343,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",159,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/8482209","2"
8525725,"Close to centre, 1 min. from metro",44893668,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",70,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/8525725","2"
8545420,"Clean/Design/Luxury apartment near the centre!",25732098,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",53,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/8545420","2"
8837071,"Cozy apartment in city center",13034277,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/8837071","2"
9008999,"Clean and white house in Old-West",47043774,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/9008999","2"
9022717,"Sunny ground floor apartment",47105043,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",190,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/9022717","2"
9023789,"Cozy apt in trendy area ""de Pijp""",47109398,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/9023789","2"
9037568,"Light & spacious apartment",18933898,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",159,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/9037568","2"
9320410,"Casa Emilia",43359318,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/9320410","2"
9381767,"Cosy ground floor app. nearby city center",11864385,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/9381767","2"
9734388,"Comfy 2-room apt on great location",32523865,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",69,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/9734388","2"
9837054,"Cosy quiet apartment in the centre",11849516,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/9837054","2"
9962077,"Cosy and central apartment",4952693,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",79,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/9962077","2"
10026487,"Beautiful apartment with garden near city centre",48030274,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/10026487","2"
10648002,"Ruim en modern appartement",54983161,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/10648002","2"
11415119,"Cute apartment in Amsterdam Noord",34177068,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/11415119","2"
12313423,"Charming apartment in AmsterdamWest",16799012,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",97,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/12313423","2"
12373844,"Lovely apartment in City Centre",66866168,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/12373844","2"
12394646,"Lovely romantic apartment, close to Jordaan!",24900970,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/12394646","2"
12485255,"Beautiful apartment near Vondelpark",8174063,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/12485255","2"
12963180,"Beautiful apartment near to the famous Vondelpark!",9275200,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/12963180","2"
13229193,"Great apartment in great area with rooftop terrace",74264216,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/13229193","2"
13305534,"Modern ground floor Amsterdam apartment",54880238,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",109,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/13305534","2"
13529394,"Apartment near Central Station",56719724,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/13529394","2"
13556778,"",11660222,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/13556778","2"
13710386,"Nice Apartment with Roof Terrace and Bath",37711630,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",79,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/13710386","2"
13944754,"Bright and cosy appartment",6811085,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/13944754","2"
14180378,"1r. Appartment(&balcony) nearby nightlife&centre",85889158,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/14180378","2"
14190912,"Spacious apartment, central and at the canal",24736354,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/14190912","2"
14213549,"Beautiful apartment in the city centre",19513953,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",225,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/14213549","2"
14337267,"Cozy apartment close to the city enter",8080913,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/14337267","2"
14653144,"Beautiful apartment in amsterdam centrum",89816415,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/14653144","2"
15110088,"Light And Spacious Design Apartment",2328472,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/15110088","2"
15358780,"Spacious new apartment 10 mins to city centre!",6655420,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/15358780","2"
16067752,"Charming appartment in the centre of Amsterdam",20478116,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/16067752","2"
16328331,"Lovely apartment with sunny private garden",8505391,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/16328331","2"
16420575,"Cosy Apartment is Amsterdam with a Roof Terrace",4977396,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",375,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/16420575","2"
16424739,"Luxury Design Appartment with Canal view",18586879,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/16424739","2"
16437751,"Fully renovated design apartment on Canals (95m2)",26143652,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",320,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/16437751","2"
16735498,"Cosy apartment (close to Jordaan area)",45383437,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",115,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/16735498","2"
16849753,"Modern and Luxurious Apt with Garden in West",112210771,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/16849753","2"
16969844,"Child friendly house with garden near city center",113514097,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/16969844","2"
17145695,"Stylish, comfortable & lofty feel @Trendy Old West",115121802,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/17145695","2"
17273920,"â˜…Beautiful luxury apartment next to Sarphatiparkâ˜…",116484174,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/17273920","2"
18597319,"Lovely Quiet Studio | A+ Location Centre Amsterdam",37203188,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/18597319","2"
18623118,"One bedroom apartment Amsterdam West",129374601,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/18623118","2"
18953248,"Spacious Amsterdam appartment for 2 guests",8173715,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",70,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/18953248","2"
19339202,"Nice appartment in Amsterdam. 15 min. from center",135485594,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",32,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/19339202","2"
19525163,"Spacious & bright waterside apartment",13051997,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/19525163","2"
19534649,"Lovely and cosy place in Amsterdam",19390752,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/19534649","2"
19632711,"Light & cosy apartment near city center",6811085,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",60,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/19632711","2"
19834695,"Modern apartment with balcony in West | 2P",8589048,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/19834695","2"
19885110,"Light & unique apartment in  city center Amsterdam",4620679,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/19885110","2"
20260414,"Great apartment in the coolest part of town!",13148668,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/20260414","2"
20267200,"Private 60m2 apartment in trendy Amsterdam East",29696943,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/20267200","2"
20274514,"Its great its true its awesome !!",8509995,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/20274514","2"
20430533,"Warm & Cozy renewed apt. in West | Foodhallen",34057588,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/20430533","2"
20443696,"Spacious 2P apt. in beautiful West of Amsterdam",145909847,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/20443696","2"
20630350,"Wittenberg One Bedroom Apartments",20648813,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",230,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/20630350","2"
21004020,"Great Appartment in Amsterdam (60m2)",68698245,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",109,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21004020","2"
21072670,"Cosy apt fantastic spot near centre",15453436,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21072670","2"
21118552,"Awesome, new and centrally located apartment",20791077,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21118552","2"
21170195,"Spacious & comfortable appt in de Pijp Amsterdam",19549487,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",199,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21170195","2"
21247283,"Bright apartment with a beautiful lake view",5147287,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21247283","2"
21309975,"Beautiful and spacious apartment with roof terrace",24122047,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",180,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21309975","2"
21354053,"Rozengracht appartement",51791612,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",105,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21354053","2"
21390881,"Waterfront apartmnt w roof terrace near Vondelpark",154951660,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",145,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21390881","2"
21570786,"Beautiful, authentic central Amsterdam apartment",4585156,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21570786","2"
21760247,"Stylish & spacious apartment close to Jordaan",6036131,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",145,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21760247","2"
21783756,"Design apartment - Museum quarter, Vondelpark, RAI",85701039,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",250,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21783756","2"
21849072,"Renovated apartment in De Pijp (the Pipe)",9342751,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21849072","2"
21879304,"Cozy monumental apartment nearby City Centre | 2P",32655110,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/21879304","2"
22591187,"Lovely apartment in the heart of Amsterdam",51501049,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/22591187","2"
22630427,"Cosy and bright apartment close to city center",2044337,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",119,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/22630427","2"
23010059,"Spacious apartment Amsterdam South.",89491992,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/23010059","2"
23014762,"1/2p ground floor apt; Romantic with garden",19317755,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/23014762","2"
23139942,"Rembrandt Park ground floor appt",80407836,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",159,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/23139942","2"
23472188,"Private and specious appartement in Amsterdam West",15560259,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/23472188","2"
23951079,"Unique apartment in monumental mansion house",36013250,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/23951079","2"
24053661,"Bright & Colorful apartment near Amstel",15753974,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/24053661","2"
24191106,"Light & Airy apt in Amsterdam South + balcony!",1847296,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/24191106","2"
24192821,"Licht appartement dichtbij het Vondelpark",182360307,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/24192821","2"
25049782,"Renovated light appartment near Rai",5404358,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/25049782","2"
25144750,"AAA+ Location | CITY CENTRE 2P APT | Canal Views",65859990,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/25144750","2"
25275733,"Double floor apartment with a roof terrace",127413418,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",219,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/25275733","2"
25475644,"Apartment nearby city centre, Including two bikes!",28924603,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/25475644","2"
25566086,"Appartment with great view",179798017,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",115,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/25566086","2"
25732071,"Luxurious and spacious design apartment",193502043,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",235,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/25732071","2"
25801590,"Beautiful, spacious and light parkside apartment",3678527,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/25801590","2"
25848741,"Cosy one-bedroom apartment with balcony",8341064,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/25848741","2"
25941175,"Light and spacious apartment in vibrant East",7102357,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",102,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/25941175","2"
26024460,"Amsterdam West top floor apartment",13227716,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/26024460","2"
26054166,"Fully Renovated Appartment best location (Jordaan)",11013731,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",190,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/26054166","2"
26584968,"Cool apartment close to centre with roof terrace!",199707538,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",145,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/26584968","2"
26904428,"Spacious, bright and quiet apartment with balcony",125539781,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/26904428","2"
27118878,"Modern Studio with garden at CBD of Amsterdam",10243726,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",77,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27118878","2"
27128306,"Appartement in bruisende buurt in Amsterdam West",9659214,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27128306","2"
27306522,"Amsterdam",205725069,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27306522","2"
27358743,"Cozy Apartment near Amsterdam Forest",39717299,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27358743","2"
27466535,"Sleek Designer Apartment in Leidseplein",206986104,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27466535","2"
27505161,"Modern & Spacious apartment near RAI",23946173,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",230,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27505161","2"
27644379,"Cosy & quiet 2 pers. apartment close to Canals <3",12147206,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27644379","2"
27870390,"Bright and cosy home in popular West area",12923502,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27870390","2"
27876846,"Private rooftop terrace, canal view by Westerpark",69545725,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27876846","2"
27898441,"Rustig en ruim appartement vlakbij het Vondelpark",19191895,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",145,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27898441","2"
27926433,"Amsterdam Appartement",19663851,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27926433","2"
27974728,"Jordaan Loft apartment",15070944,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",195,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27974728","2"
27976503,"Nice Sunny appartment next to Westerpark",13553529,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/27976503","2"
28018611,"My cosy flat",210664024,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/28018611","2"
28125938,"Apartment next to Vondelpark",21373135,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",109,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/28125938","2"
28175216,"Lovely, bright apt. with balcony in lively East!",20178344,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/28175216","2"
28405877,"Quiet and cozy studio close to Vondelpark",139777090,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",72,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/28405877","2"
28683794,"Stylish apartment in famous district ""De Pijp""",8462675,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",128,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/28683794","2"
28716651,"Spacious apartment with sunny balcony near Jordaan",20679030,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",135,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/28716651","2"
28767581,"Hip apartment with nice terrace - great location",216994970,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/28767581","2"
28907517,"Ruim appartement Amsterdam Noord",217707286,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",200,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/28907517","2"
28925277,"Big & stylish with canal view! @best area: Jordaan",12918231,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",190,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/28925277","2"
28935601,"Cozy apartment in Amsterdam city center",20392221,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",189,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/28935601","2"
28950898,"Apartement in Oud- West",15729985,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",50,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/28950898","2"
29007722,"Beautiful and bright apartment in Amsterdam",218630712,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/29007722","2"
29175151,"Amsterdam Flowerhouse in the nicest neighborhood",210141946,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",135,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/29175151","2"
29183371,"Cozy and quiet place near Amsterdam Center.",13881192,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/29183371","2"
29301356,"Amsterdam home with a garden",35231070,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/29301356","2"
29318277,"Comfy apartment with garden&greenhouse",10410582,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/29318277","2"
29401562,"Private apartment close to Amstel & Rai",175450855,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/29401562","2"
29425582,"Stylish apartment with stunning view!",175310330,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/29425582","2"
29486240,"SUNNY APT | ROOF TERRACE | 70m2",12284404,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/29486240","2"
29514373,"LOVELY & COMFORTABLE APARTMENT WITH CANAL VIEW",2498889,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/29514373","2"
29582433,"Modern and Cozy apartment on a beautiful location",5614896,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/29582433","2"
29731629,"Downtown studio I Old-West district I 2 P",65859990,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",87,1,100,10,10,10,10,10,10,"https://www.airbnb.com/rooms/29731629","2"
